service_name,company_name,service_id,consumerIdentification,orientation,patter_regular,ejemplo
Visto Bueno Taylor,Ian Taylor Agencias,CC4C7AC5-12FF-4890-AB15-7D6653919332,Código de Pago,,,
Cobranza Soles,HUMANACADEMY,E7A771F3-C50E-48FB-B807-85F7E40766FA,DNI o RUC,,,
HUK Soles,Huk SAC,7e8b46f1-562e-4adc-bfdb-259c18656e1d,DNI,,,
Edificio Huiracocha,Huiracocha - Nexo,07332105-2b7f-4b2a-a12e-a891409b395b,Nro. de Departamento,,,
Hughesxpress Wifi,Hughes,9e975e0d-1f47-4869-8879-d12ef6270159,Nro. de San,El número de SAN inicia con HP.<br>Por ejemplo: HPE2000802510,,
Hughesnet - Hogar - Pyme,Hughes,2e4ee386-c975-4ea2-873c-fc243563f2a1,Nro. de San,El número de SAN inicia con HP.<br>Por ejemplo: HPE2000802510,,
Huemura,Huemura,6AD62CF0-B58F-4DC8-8A35-A50F478287B4,DNI o RUC,,,
Consumo de Energía,Hidrandina,d0995148-8a76-4c84-8294-f12370c1b780,Código de Cliente o Suministro,Escribe los 8 dígitos de tu Código de Cliente o Suministro. Encuéntralo en la parte superior del recibo en negrita o llamando al canal de atención de HIDRANDINA: 0-801-71001.,,
Credipago Soles,Hertford Automotriz SA,88dca17e-6451-4257-a6c5-52a668780859,Nro. de Credipago,,,
Pedidos Soles,Hertford Automotriz SA,37857d86-9193-4594-a6eb-25f3845edb15,Nro. de Pedido,,,
Cuadrilla 2,Hermandad del Señor de los Milagros,57CF87A6-8466-4AAE-BBC3-AB0F8F8AE15B,DNI Hermano,,,
Cuadrilla 3,Hermandad del Señor de los Milagros,592396AD-7067-4AC6-9560-11D9DF3EFA7C,DNI Hermano,,,
Licencia y Mortorial,Hermandad del Señor de los Milagros,0139B80D-DF96-40BB-B8AE-6E4B94FB326D,DNI Hermano,,,
Cuadrilla 7,Hermandad del Señor de los Milagros,67DCE492-3198-4E4A-88D7-13EDD0810BD4,DNI Hermano,,,
Cuadrilla 5,Hermandad del Señor de los Milagros,431FCA16-6AA3-471F-81B0-70BBF1E9E1B3,DNI Hermano,,,
Cuadrilla 15,Hermandad del Señor de los Milagros,356DE4FC-08AD-44F5-9B95-6F31A0654E3A,DNI Hermano,,,
Cuadrilla 9,Hermandad del Señor de los Milagros,A1E6947D-DA2D-4CAB-86E7-2389291AE587,DNI Hermano,,,
Grupo de Sahumadoras,Hermandad del Señor de los Milagros,05F37575-EA10-4FF6-A139-10D1C410049B,DNI Hermano,,,
Cuadrilla 13,Hermandad del Señor de los Milagros,8CE06494-F9E4-4517-8957-1BB88D0FF498,DNI Hermano,,,
Cuadrilla 8,Hermandad del Señor de los Milagros,1226FB8D-7197-446D-831E-EE457E6F2196,DNI Hermano,,,
Cuadrilla 14,Hermandad del Señor de los Milagros,B3633A48-5A5C-41F6-AC4A-0ED236BBC1D5,DNI Hermano,,,
Cuadrilla 11,Hermandad del Señor de los Milagros,4A33AAF3-E9BD-49C5-A15C-F47CAAF35F5F,DNI Hermano,,,
Cuadrilla 18,Hermandad del Señor de los Milagros,22B9A549-F49E-40A9-B0E0-A23FC8E18041,DNI Hermano,,,
Cuadrilla 10,Hermandad del Señor de los Milagros,DD8C22FA-06CB-4F77-9170-940E57366324,DNI Hermano,,,
Cuadrilla 6,Hermandad del Señor de los Milagros,C84676C0-FB4C-4CB6-9A5D-DCD46E45AB29,DNI Hermano,,,
Cuadrilla 16,Hermandad del Señor de los Milagros,E709D171-44A4-41E0-94A7-CFBC74C59678,DNI Hermano,,,
Cuadrilla 20,Hermandad del Señor de los Milagros,A41B5CA7-56B2-452E-A032-E6E7F84B8158,DNI Hermano,,,
Cuadrilla 19,Hermandad del Señor de los Milagros,3BEA03FD-6FF0-4B28-A85D-DCD72ADC9676,DNI Hermano,,,
Cuadrilla 4,Hermandad del Señor de los Milagros,188E629C-DEF8-4A7E-A279-4A915BC07620,DNI Hermano,,,
Cuadrilla 17,Hermandad del Señor de los Milagros,8B352DDC-5425-4472-8611-FAECF10C70CA,DNI Hermano,,,
Cuadrilla 1,Hermandad del Señor de los Milagros,B3A79066-42F6-4E8A-9C19-BD905F0971C9,DNI Hermano,,,
Grupo de Cantoras,Hermandad del Señor de los Milagros,BE127BE7-E290-430D-B247-FFA753586D13,DNI Hermano,,,
Hermanos Honorarios,Hermandad del Señor de los Milagros,E20A829F-3B69-4B4E-A558-7DF21993B4BC,DNI Hermano,,,
Cuadrilla 12,Hermandad del Señor de los Milagros,677D07AD-354E-43ED-AEF1-FE487DD8CDD4,DNI Hermano,,,
Cobranzas,Herbalife,fc452dcb-c9d8-4ea8-b75e-e6ecee257cf9,Nro. de Pedido,Los números de pedido pueden contener números y letras.<br>Algunos ejemplos: e411026202 / m94206119 / 4402178,,
Cobranzas,Henkel,4E66EBA4-B7CF-443B-A97E-8174A49D3440,Código de cliente,La mayoría de códigos de cliente tienen 7 dígitos.<br>Por ejemplo: 2967656,,
Cobranzas Heineken,Heineken,B0F27428-554C-40F9-8C0D-4D36EFBAB0FD,DNI o RUC,Ingresa sólo los 8 dígitos de tu DNI o 11 dígitos en caso sea RUC.,,
Villalu,Haray SAC,33833046-43ee-4c07-a8a7-8b3710705f89,Cod. Cliente,La mayoría de códigos de cliente tienen el siguiente formato: <b>V47863898</b>,,
Las Casuarinas,Haray SAC,06ABD8E5-E6AB-4EF2-845E-3889865A5312,RUC o DNI,,,
Cobranza Soles,Gw Yichang,D162CC70-A31D-4603-8147-8553C6108FB9,DNI o RUC,,,
Servicios Telecomunicaciones,GTD Perú,cbd17976-4084-4a5e-a338-2ce773c4ea96,RUC del Depositante,,,
Grupo Vega,Grupo Vega,C4325886-AB1D-49FA-864E-5D40BFB31D15,Codigo de Cliente,"Puedes yapear hasta S/ 3,000 diarios a esta empresa.",,
Varios Soles,Grupo Transpesa SAC,48aa8e38-14e1-4f9b-a732-74d41afc816a,RUC o DNI del Cliente,,,
Pagos Varios Soles,Grupo RPP,7174b24d-3f1c-4714-9825-7a5fbba53403,Código Interno RPP,,,
Clientes Publicidad,Grupo La República Publicaciones SA ,061299d8-dbf4-4de2-be63-750b1d82b7bb,Cod. Cliente,,,
Agente Distribuidor,Grupo La República Publicaciones SA ,07c26d0a-4430-4cfe-9c73-4ceff608d3e1,Código de Agente,La mayoría de códigos de agente tienen 6 dígitos.<br>Por ejemplo: 111356,,
Cobranza Soles,Grupo La Cazeria,989756D0-29E5-4512-BA5A-1B4B9B4A1E5A,DNI O RUC,DNI o RUC,,
Grupo Forte,Grupo Forte,EE550FEE-F54C-4F3F-B937-3900CFCCD1EB,Ruc,,,
Pago Ticket MN,Grupo Deltron SA,03C7104F-DE5F-4507-834C-D36DDDFCBFB1,Código de Pago,,,
Distribuidora Comercial Alvarez Bohl,Grupo Alvarez Bohl,E47D6D04-2D63-4377-919F-345E53FFD49A,RUC o DNI,,,
Cobranza Dolares,Grupo A Peru,D8D1982F-57AF-4CDF-81EF-033DF8E8147A,RUC o DNI,,,
Cobranza Soles,Grupo A Peru,AA162BFC-3A8F-4EBF-999F-70C2ABAB426D,RUC o DNI,,,
Pagos de Planes,Grandía EPS,2D650DDF-E105-4DAE-B7C8-E3724A45AC08,DNI o RUC,,,
Pagos Lima,GPON,1c4b834e-4fb0-409a-80fd-49c82aed1bce,RUC o DNI o CE,,,
Pagos Cusco,GPON,E18E921A-F99F-4B2D-99B5-354F4B156D0D,RUC o DNI o CE,,,
Cuotas Club,Golf y Country Club-Trujillo,f3fd47ba-542a-46b9-941a-27c432e8cdef,Código de Socio,La mayoría de códigos de socio tienen 6 dígitos.<br>Por ejemplo: <b>010261</b> o <b>220123</b>,,
Ventas por Catálogo,Gogos Sport,b2186d25-289e-4443-8559-ee0700708f84,DNI,,,
Cobranza,Gloria,0892d003-983d-46a8-9252-10a41cdf12cb,Cod. Cliente,El código de cliente puede ser tu RUC o DNI. Si es DNI debe empezar con “LE” y seguido de tu DNI.<br>Ejemplo: <b>LE12345678</b>,,
Cobranza Cuotas GEF,Global Education First,3c0288f1-f79e-4101-9618-ae9067a81bb9,DNI,,,
Cobranza,Glasstemp Corr SAC,70555c32-e804-4e8b-b7c1-66aab4c2a842,RUC,,,
Cobranza,Glasstemp Corr SAC,0c6120c0-0830-42e3-8fc9-b4e673e282f6,RUC o DNI,,,
Mensualidad,Giga Fibra,803d4ded-1989-495a-b215-e7eef7ec49c6,DNI,,,
Cobranzas,Geincos,2235611e-a160-4c48-8259-eaaa7d4b1630,DNI,,,
Dist Chali,GE Chali,82B491D8-5F4C-4D2C-AEF7-94E17EBA62E9,RUC o DNI,,,
Ventas,Galletas San Jorge,22BA2D00-289B-4BC3-B208-2FA2042EF0CC,RUC o DNI,,,
G4S Cobranza Soles,G4S Perú SAC,76211b0d-e44c-4a1f-9d1a-973da0714392,RUC O DNI,,,
Servicio Funerario,Funeraria Santa Maria,f1ca4ceb-4585-4ffc-81c2-dae34cc83723,DNI,,,
Pago Inicial Soles,Funeraria Jardines,995b283f-c86d-433e-ba2d-9e53832e75a7,Nro. de Contrato,,,
Cuota Mensual Soles,Funeraria Jardines,188e2214-5e40-4a28-8673-3dfaed21bd84,Nro. de Contrato,La mayoría de códigos de contrato tienen 6 dígitos.<br>Por ejemplo: 217702,,
Cuota Soles,Fundo Santa Patricia,1fb94351-bb14-46fd-8c22-ef707a0d9adc,DNI,,,
Cuota,Fundo Santa Patricia,4eafd5c3-56ad-4e13-ae1b-d0e4ddccafc7,DNI,,,
Pensiones,Fund. Pedro y Angélica,F2D6A295-63E0-4B97-B6B1-6FADB6DE4E04,DNI,,,
Fuller Pinto,Fuller Pinto,b2018dcb-74fa-4f4f-ab43-42550a2ff977,Dni o Ruc,,,
Anticipos Cliente,Full Carga,ccae9804-2add-42f4-b560-0620049b4814,Cod. Cliente,La mayoría de códigos de cliente tienen entre 4 a 6 dígitos.<br>Por ejemplo: <b>45144 / 118093</b>,,
Sura Cap Estrate II,Fondos Sura,bc64fabc-1640-437a-b5ae-8137b090b98d,Cod. Cliente,,,
Cuota Soles,Fondo Popular 1 - Renta Mixta,1368c0e7-326e-4f61-9b7f-c4173674b7dc,Código,La mayoría de códigos tienen 5 dígitos.<br>Por ejemplo: 15021,,
Cuota Soles,Fondo MYPE - Tchin Fondo de Inversión ,57bf8b75-4693-4800-9cf9-d8c89dc1cd6e,Código,La mayoría de Códigos tienen 5 dígitos.<br>Por ejemplo: <b>15187</b>,,
Primas Soles,Fondo de Seguro de Depósitos Cooperativo,8BD95C0A-EAB7-47BB-A99B-307A62D41B8D,RUC,,,
Deuda H ,Fondo de Inversión Activa - Deuda H,EC737CAB-EC58-41FC-8BC5-2A4F5C4D9AB7,DNI,,,
Cuota,FONDO CAPITAL EMPRENDEDOR,1598c3d7-a740-4531-bb20-c81ec5876d68,Código,,,
Cuota Soles,Fondo Capital Emprendedor,605354a6-7ef1-4ccd-a537-57d7663181b6,Código de Usuario,El código de usuario tiene 5 dígitos.<br>Por ejemplo: 14684,,
Pagos Varios,Fonbienes Peru EAFC,086a38f8-0a55-4582-afe4-6524fc89d3c5,Código de Pago,,,
FBP008-Pagos Varios,Fonbienes Peru EAFC,4B37538F-4900-454C-8973-D267AE587DC5,Código de Pago,El código de pago tiene 7 dígitos.<br>Por ejemplo: <b>520110A</b>,,
FBP008-Cuotas Mensuales,Fonbienes Peru EAFC,A6541E2D-B88C-48CF-8E51-9D1E471E154C,Nro. de Contrato,El código de contrato tiene 6 dígitos.<br>Por ejemplo: <b>520076</b>,,
FBP009-Cuota Mes,Fonbienes Peru EAFC,2A64DB58-C7A0-4430-9FED-5509FDC3FCBB,Nro. de Contrato,El código de contrato tiene 6 dígitos.<br>Por ejemplo: <b>520076</b>,,
FBP009-Pagos Varios,Fonbienes Peru EAFC,356BE56C-BD87-4F54-918E-6D7E5854908C,Código de Pago,El código de pago tiene 7 dígitos.<br>Por ejemplo: <b>520110A</b>,,
Cuota Mensual,Fonbienes Peru EAFC,bec16be8-940a-4f05-a37c-c9d6f4e933af,Número de Contrato,El número de contrato puede tener entre 5 y 6 dígitos.<br>Por ejemplo: <b>177550</b>,,
Pago de Servicios,Flow,26170986-f60b-461a-9d38-6f1f6896eef0,DNI o RUC,,,
Servicios,Fleming College,e8a30e99-2802-49dc-b826-98f2094e8a4e,Cod. Alumno,,,
4 Rural - Otros Préstamos,Finca Perú,962edf4f-f52e-4d69-93be-cb6336014bb5,DNI,,,
2 Lima - Otros Préstamos,Finca Perú,cfc684a3-1196-4fae-865d-7c61ad18dcec,DNI,,,
1 Pagos Bancomunales,Finca Perú,7fb761dd-830a-4853-aa62-f5abdc3ec819,DNI,,,
3 Ayacucho - Otros Préstamos,Finca Perú,4617c3bf-41bd-4a6f-8506-081ec83ad286,DNI,,,
Cobranza Soles,Finanty SA,b1155443-1c8c-4a84-b472-39da016730e0,"Nro. de Operación, DNI o RUC",,,
Cobranzas,Finanty SA,c1e761cc-663e-47b4-992e-050a93b1f955,Nro. de Operación - DNI - RUC,,,
GNV Cobranzas,Financiera QAPAQ,8705AED1-4BC2-40C8-9780-914787E24649,Cod. Cliente,"Puedes pagar hasta S/.3,000 en esta empresa.",,
Pago de Cuotas,Financiera QAPAQ,ca68573a-7a21-4bb0-9607-7b9a132dadbe,Cod. Cliente,"Puedes pagar hasta S/.3,000 en esta empresa.",,
CTS Oh,Financiera Oh SA,ff637579-3a05-48d5-9b7d-f1a66a6b6225,Código de Depósito,<b>Tu código de depósito NO es tu DNI ni tu tarjeta.</b>,,
Fibwi,Fibwi,57432167-1E8B-468D-8DA7-81716DB3706D,DNI o RUC,,,
Fibramas Abancay,Fibramas,14562325-75c3-4d5e-845f-8f009e99b308,Cod. Cliente,,,
Fibramas Tacna,Fibramas,8C3C1833-96A9-49BC-AACD-38465CDED185,Cod. Cliente,,,
Fibramas Norte Chico,Fibramas,75B7A8D4-2B49-4B1A-9667-7557E2689846,Cod. Cliente,,,
Fibramas Juliaca,Fibramas,1DDEBD39-6C37-474D-B24C-06E4205594E5,Cod. Cliente,El código de cliente tiene 8 dígitos.<br>Por ejemplo: 48643982,,
Fibramas Quillabamba,Fibramas,0EE8D282-80A4-4F98-9D57-5F73342C5AA8,Cod. Cliente,El código de cliente tiene 8 dígitos.<br>Por ejemplo: 48643982,,
Fibramas Puerto Maldonado,Fibramas,FA2C23DC-058F-421A-9512-B5CCF2FB482C,Cod. Cliente,El código de cliente tiene 8 dígitos.<br>Por ejemplo: 48643982,,
Fibramas Lima Sur 1,Fibramas,004776b9-c5a3-4df2-9df8-a64ff0f8c90e,Cod. Cliente,El código de cliente tiene 8 dígitos.<br>Por ejemplo: <b>48643982</b>,,
Fibramas Condominios,Fibramas,bc4b7341-5389-4352-b232-f738770fbcd7,Cod. Cliente,El código de cliente tiene 8 dígitos.<br>Por ejemplo: <b>48643982</b>,,
Fibramas Puno,Fibramas,C46B4A95-2FC6-48A5-AE64-6A186668D833,Cod. Cliente,El código de cliente tiene 8 dígitos.<br>Por ejemplo: <b>48643982</b>,,
Fibramas Lima Sur 2,Fibramas,064647ab-7aa2-4a86-9485-30d871929aa0,Cod. Cliente,El código de cliente tiene 8 dígitos.<br>Por ejemplo: <b>48643982</b>,,
Fibramas Lima Norte,Fibramas,dd7c723d-2ce6-4897-b452-b653a606dbca,Cod. Cliente,El código de cliente tiene 8 dígitos.<br>Por ejemplo: <b>48643982</b>,,
Fibramas Arequipa,Fibramas,5D7BC107-C1B4-4753-BD91-467795DFFF04,Cod. Cliente,El código de cliente tiene 8 dígitos.<br>Por ejemplo: <b>48643982</b>,,
Fibramas Chimbote,Fibramas,52797C6F-1C1E-4B6C-90A5-F34C43D6BA82,Cod. Cliente,El código de cliente tiene 8 dígitos.<br>Por ejemplo:48643982,,
Cobranza Soles,Fibertel Perú,ca4fea2f-46ac-4ef4-b85a-48c710c275bc,RUC,"Ingresa los 11 dígitos de tu RUC.<br><br>Evita ingresar los 8 dígitos de tu DNI, utiliza tu RUC 10.",,
Pago de Servicios,Fiberred,50566037-6C30-47F7-97B8-9BCE38B5A381,DNI o RUC,,,
Fiberpro Ica,Fiberpro,6888bd93-1826-49b8-bc79-33eec936d7fb,DNI,,,
Fiberpro,Fiberpro,85554967-8667-432c-a6b4-7afbf26807b9,DNI,,,
Servicio de Internet,Fiberlux Tech SAC,fde8c08f-eff8-4a02-87a5-3fe59534a5e3,Nro. de DNI RUC o CE,,,
Royal Plaza Soles,Fenper SA - Royal Plaza,cfd86ded-a9f4-4886-984e-cb56aba6c3e9,DNI o RUC,,,
Recaudación,Fenacrep,483ebab7-b8b6-4355-bbdf-df9aed8a09bd,RUC o DNI,,,
Farmivent Sac,Farmivent SAC,66C735EE-26E0-4A2C-B27F-7C6E319F4394,RUC,,,
Farmigab Sac,Farmigab SAC,64537645-367B-4A6D-9F74-641196804A15,DNI,,,
Facturación Soles,F y D Inversiones SAC,60a28a8e-8cbe-484c-8137-e8b160847880,Cod. Cliente,,,
Servicio,Experian Perú SAC,4d1dea89-cc42-459c-9400-cbdf27ee76e3,DNI o RUC,,,
Recaudación Soles,Exa Networks,7759A211-C874-4483-87EE-75242A0EE7AE,RUC-DNI-CE,,,
Evocar,Evocar,97C9C072-60A3-4D94-AF7C-C8C4E847FEB9,DNI o Ruc,,,
Cobranza Soles,Eurova,8344DF55-0F63-481B-87C7-A5F67F24EAAB,Dni o Ruc,,,
Pago Soles,Euroshop SA,70d3f1bc-8a8b-44bf-80d2-343f63a99ff6,RUC o DNI,,,
Pago Soles,Euroshop SA,CEBD51EB-CBC5-4D4A-B54E-FF9538F81691,RUC o DNI,,,
Euro Móvil,Euro Movil,7a2b7c66-13fb-442d-8db4-ec08e4455589,Cod. Alumno,El código tiene el siguiente formato: 2018A008,,
Cuenta Soles ,Euro Motors SA,3a0eca46-c2a9-4d5b-b735-77c9eaa01ca1,DNI o RUC,,,
Edificio Eucaliptos,Eucaliptos Nexo,d2472deb-dcc5-4a07-808b-2712be2420f5,Nro. de Departamento,,,
Cobranza Soles,Estudio Muñiz S.Civil de R.L,07c846a4-e769-41fe-8353-418680fa0d3a,RUC,,,
Caja Clientes Soles,Estudio Muñiz S.Civil de R.L,59f6c924-cd99-4dc9-b83a-9bf78c86514b,RUC,,,
Caja Clientes,Estudio Muñiz S.Civil de R.L,2272d7b9-c47e-4820-8e36-de6da8a37637,RUC,,,
Pagos Tarjeta,Estilos,7f2b28cc-124a-4aa5-b879-ef9533653ee0,Nro. de DNI,,,
Pago de Contratos,Esperanza Eterna,CE5DD99C-7752-45E7-860C-F659945CB49D,Nro. de Contrato,,,
Pago Parcial,ESIKA,168872e8-696b-4376-90e0-672e5af613f3,Código de Consultora,,,
Pago Total,Esika,1CF83EBC-3742-47DE-BE21-296343BF4B22,Código de Consultora,Todos los Códigos de Consultora tienen 9 dígitos y empiezan con un cero.<br>Por ejemplo: <b>098765432</b>,,
Pregrado Soles,ESAN,56bbb0d6-71b4-4795-af9f-441de06a782c,Código DNI RUC,,,
Postgrado Soles,ESAN,e682e05d-7de1-41f0-863e-b45c37672344,Código DNI RUC,,,
Cobranza Soles,Erictel M2M Perú,e9f219ea-d66b-4b58-bdf9-0c113996a171,RUC,,,
Equifax Soles,Equifax Perú,4ee3e456-0c00-475e-8a4b-5387b31a8c96,RUC Cliente,,,
Consumo Mensual de Agua,EPSSMU S.A.,110329E1-6CF7-47CE-AA1F-B4220C763D9F,Nro. de Suministro,Ingresa tu número de suministro.<br><br> Evita ingresar el número de recibo (por ejemplo: S0011691998) para que puedas hacer tus pagos.,,
Consumo de Agua,EPSEL,9dce56b1-568a-42e6-bf74-d18ade31318b,Código de Cliente o Suministro,El código de usuario sólo contiene números<br>Por ejemplo: 4056526<br><br>Evita ingresar el número de recibo (por ejemplo: S0015615823) para que puedas realizar tus pagos.,,
Facturación,EPS Tacna,b2c25582-fcb0-4e68-ab13-a0831a4b89e2,Código de Usuario,El código de usuario sólo contiene números<br>Por ejemplo: 48732<br><br>Evita ingresar el número de recibo (por ejemplo: S1006971422) para que puedas realizar tus pagos.,,
Recibos,EPS Semapach,a504ccd5-f3af-4f19-b16b-2dbc8fe832dd,Nro. de Contrato,El número de contrato sólo contiene números<br>Por ejemplo: 48660<br><br>Evita ingresar el número de recibo (por ejemplo: S0012728896) para que puedas realizar tus pagos.,,
Facturación,EPS Sedaloreto SA,5cd00c31-8d5e-4069-bb3b-14f0778359c6,Nro. de inscripción,"Escribe los 6 dígitos de tu Número de Inscripción. Encuéntralo en la parte central superior de tu recibo o llamando al canal de atención de EPS SEDA LORETO, al (065) 266-271.<br><br>Evita ingresar el número de  recibo (por ejemplo: S0113581110) para que puedas hacer tus pagos.",,
Cobranza de Recibos,EPS Sedachimbote SA,B12C9249-6C50-4C73-93CA-E1156FE10363,Cod. Cliente,El código de cliente sólo contiene números<br>Por ejemplo: 487858<br><br>Evita ingresar el número de recibo (por ejemplo: S01011397503) para que puedas realizar tus pagos.,,
Pago de Servicios,EPS Moyobamba,606409f7-93a6-462b-8d66-3837d6ed86bd,Código de Suministro,El código de suministro sólo contiene números<br>Por ejemplo: 48164,,
Cobranza Consumo de Agua,EPS Marañón SA,35FAC17D-FEA2-417D-89D8-1AC47ECCFD09,Nro de Suministro,,,
Consumo de Agua,EPS Ilo,80F5C7CD-132F-438C-915F-D9F52280C32B,Código de Suministro,"Escribe los 10 dígitos de tu Código de Suministro. Encuéntralo en la parte central superior de tu recibo o llamando al canal de atención de EPS ILO SA, al (053) 481-309.",,
Consumo de Agua,EPS Grau,85801940-46ab-433e-b5e6-6c9fa8123f08,Código de Suministro o Usuario,Escribe los 7 dígitos de tu Código de Suministro o Usuario. Encuéntralo en la esquina superior derecha del recibo o llamando al canal de atención de EPS GRAU: 0-800-00026.,,
Servicio de Agua,EPS EMUSAP Abancay,79ED3403-0DE2-4828-99AD-DCAE6B0B00FF,Código de Suministro o Inscripción,El código tiene entre 4 y 5 dígitos. <br>Por ejemplo: 48062,,
Pago de Servicios,EPS Chavin Huaraz,b1711081-fda7-4521-81a2-83ed522a8a38,Código de Inscripción,El código de usuario sólo contiene números<br>Por ejemplo: 48120<br><br>Evita ingresar el número de recibo (por ejemplo: S0067007877) para que puedas realizar tus pagos.,,
Cobranza de Recibos de Agua,EPS Barranca SA,528DF3B2-213D-472F-AAE4-FE6B90CDD6A2,Cod. Cliente,,,
Cobranza Soles,EP Newman,1f054e29-21ec-49d3-835a-d8f6ede44351,Codigo del Depositante,,,
Cobranzas,EP Newman,6b4c3f8c-bae9-4476-b895-e38f928293fd,Código de Depositante,,,
Consumo de Energía,Enosa,25f2dcb7-0cc9-468e-89dc-d19c2677d957,Cod. Cliente,"Escribe los 7 dígitos de tu Código de Cliente.<br>Por ejemplo: 7818987<br><br>Encuéntralo en la parte superior del recibo en negrita o llamando al canal de atención de ENOSA, al 0-801-71004.",,
Edificio Portillo,Enlaces Administracion Inmobiliaria,AB264840-E52D-4F14-8205-20C22B432589,POR y Dpto,,,
Edificio Parque Tamayo,Enlaces Administracion Inmobiliaria,7B2D3188-37EE-44D8-BA18-7584C1CF8662,Departamento,,,
Edificio El Parque 224 Enlaces,Enlaces Administracion Inmobiliaria,1089b14d-27ce-4107-985e-a23144b35497,Departamento,,,
Edificio Nomade - Enlaces,Enlaces Administracion Inmobiliaria,8D9F647C-3C52-42E0-8E7B-0A0C97FACB26,Nomade y Dpto,Por ejemplo: NOMADE306 o NOMADE1304,,
Edificio Boulevard,Enlaces Administracion Inmobiliaria,CFEF0BF9-11EF-4B41-96E5-7DE293F4C72A,Departamento,Por ejemplo: 404 o 1003,,
Condominio Portofino,Enlaces Administracion Inmobiliaria,A4795589-C1B1-401A-B144-41AD2CC59B7E,PF Manzana y Lote,El código tiene el siguiente formato: PFS11,,
Pago por Cuota,Encus,1EDBD7E5-5D5F-48B0-BB45-A2218F041E7F,Código de Pago,,,
Trámite Documentario,Encus,BA40332A-27AA-43F1-823A-8A2819E4DE42,Código de Pago,El código tiene el siguiente formato: TD22314507,,
Agua Potable y Alcantarillado,Emusap Chachapoyas,26BAB166-27D7-49DF-BA71-622322A7662E,Suministro,Escribe los 07 dígitos de tu Código de Suministro o Inscripción. Encuéntralo en la parte central superior de tu recibo o llamando a EMUSAP CHACHAPOYAS al (041) 290-106.,,
Luz,Emseu,96063B74-AED3-4766-B1A4-8C00CE6C9E65,Código de Suministro,Tu código de suministro tiene el siguiente formato: 10000000776900<br><br>Evita ingresar el número de recibo (por ejemplo:S00102345011)  para que puedas hacer tus pagos,,
Cobranza Consumo de Agua,EMSA Puno SA,B9FFDFF2-4200-40B8-BB50-750FD4166752,Nro. de Suministro,,,
Pagos Varios,Empresa Agroindustrial Laredo SAA,c20a5783-7c17-4996-80d7-e69f907066ed,Nombre o Razon Social del Cliente,,,
Alquileres - MN ,Emilima SA,da9b73a1-88d6-4c56-9f4c-b25c14cb57b9,Nro. de Contrato ,,,
Cobranzas,Embotelladora La Selva,C4CEAAAB-F79E-4195-9B89-79957B7F1D68,Cod. Cliente,El código de cliente debe tener 7 dígitos.<br>Por ejemplo: <b>7400648</b>,,
Embid,Embid,DBCBCFAB-4DD7-42FC-9060-B02E92477BD9,Cod. Cliente,,,
Facturación,EMAPICA,adb69f20-67c9-4bac-ad42-2cd3eb1b3fca,Código Financiero,Tu código financiero tiene entre 8 a 10 dígitos. Encuéntralo en la esquina superior izquierda de tu recibo o llamando al canal de atención de EMAPICA al 0800 100 92,,
Cobranza Soles,Emapavigs SA,3D0F2536-C58D-4496-85FD-61A43E19B1CC,Nro. de Suministro,El número de suministro puede tener entre 8 y 9 dígitos.<br>Estos son algunos ejemplo: 505098824 / 55105191,,
Facturación,Emapacop SA,c2e022cb-057f-44c1-a659-5808659db504,Nro. de Suministro o Inscripción,"Escribe los 5 dígitos de tu Número de Suministro o Inscripción. Encuéntralo en la parte central superior de tu recibo o llamando al canal de atención de EMAPACOP SA, al (061) 574-768.<br><br>Evita ingresar el número de recibo (por ejemplo: S0015248993) para que puedas hacer tus pagos.",,
Cobranza Consumo de Agua,EMAPAB SA,686DC658-01A2-4F65-A76D-743136C414AF,Suministro,,,
Cobranza de Consumo de Agua,EMAPA San Martin,06502715-D7A7-47E4-9AAC-9317F25556D0,Suministro,,,
Facturación,EMAPA Huaral,424e7a6c-a3bf-46fe-8321-01bf6d5ad346,Código de Usuario,,,
Consumo de Agua,Emapa Huancavelica,E5AE8959-256A-4714-8249-B6600C4C81F0,Nro. de Suministro,,,
Consumo de Agua,EMAPA Cañete,3c0fc22b-3ee0-460c-a3a6-0d4aaa7887fc,Código de Suministro,"Escribe los 9 dígitos de tu Código de Suministro.<br>Por ejemplo:770669779<br> Encuéntralo en la parte central superior de tu recibo o llamando al canal de atención de EMAPA CAÑETE, al 988 617 641.",,
Elim Villa El Salvador,ELIMVILLAELSALVADOR,FF54BCAD-A188-4B2E-B878-4FEB7FCFB7BB,Nro. de DNI,,,
Elim Vitarte,Elim Vitarte,9CAFF67E-D6D8-4465-BC8D-DFC0CDFB9B67,DNI,,,
Elim Tacna,ELIM TACNA,DE501013-C3BC-41B2-8575-6106106D9D25,Nro. de DNI,,,
Elim Puente Piedra,Elim Puente Piedra,C4DB4C35-D75B-4CD5-8006-58CA9E0F0E6F,DNI,,,
Elim Manchay,Elim Manchay ,25CA5E53-D774-49DC-ABAB-687FC1056E93,DNI,DNI del Estudiante,,
Elim Ica,Elim Ica,F8291C03-48D9-43A2-8228-AB220FC86EE1,Nro. de DNI,,,
Elim Huaycan,Elim Huaycan,8FAE1C7E-A44B-4E3B-AFD1-0A4D39C0E976,DNI,,,
Elim Huancayo,Elim Huancayo,6848525E-32C7-418F-9809-8B0EEFCCC1AF,Nro de DNI,,,
